Artikel-Nr	Artikelname	Einzelpreis	Anzahl	Rabatt	Bestelldatum	Kategoriename	Firma	Land	Nachname
36	Inlagd Sill	26,82	57	0%	28.08.2023	Meeresfrüchte	Save-a-lot Markets	USA	Davolio
49	Maxilaku	27,29	20	0%	28.08.2023	Süßwaren	Save-a-lot Markets	USA	Davolio
60	Camembert Pierrot	38,41	42	0%	28.08.2023	Milchprodukte	Save-a-lot Markets	USA	Davolio
76	Lakkalikööri	26,53	81	0%	28.08.2023	Getränke	Save-a-lot Markets	USA	Davolio
40	Boston Crab Meat	19,81	51	0%	29.08.2023	Meeresfrüchte	Frankenversand	Deutschland	Peacock
59	Raclette Courdavault	44,8	72	15%	29.08.2023	Milchprodukte	Frankenversand	Deutschland	Peacock
76	Lakkalikööri	17,12	17	15%	29.08.2023	Getränke	Frankenversand	Deutschland	Peacock
11	Queso Cabrales	26,62	16	0%	29.08.2023	Milchprodukte	Blauer See Delikatessen	Deutschland	Callahan
21	Sir Rodney's Scones	11,54	9	0%	29.08.2023	Süßwaren	Blauer See Delikatessen	Deutschland	Callahan
39	Chartreuse verte	18,28	7	0%	29.08.2023	Getränke	Blauer See Delikatessen	Deutschland	Callahan
13	Konbu	6,71	9	10%	29.08.2023	Meeresfrüchte	HILARIÓN-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	10,39	41	0%	29.08.2023	Getränke	HILARIÓN-Abastos	Venezuela	Peacock
13	Konbu	6,71	9	10%	29.08.2023	Meeresfrüchte	Gomez-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	10,39	41	0%	29.08.2023	Getränke	Gomez-Abastos	Venezuela	Peacock
13	Konbu	6,71	9	10%	29.08.2023	Meeresfrüchte	Sanchez-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	10,39	41	0%	29.08.2023	Getränke	Sanchez-Abastos	Venezuela	Peacock
13	Konbu	6,71	9	10%	29.08.2023	Meeresfrüchte	Rivera-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	10,39	41	0%	29.08.2023	Getränke	Rivera-Abastos	Venezuela	Peacock
29	Thüringer Rostbratwurst	120,13	11	0%	30.08.2023	Fleischprodukte	GROSELLA-Restaurante	Venezuela	Callahan
72	Mozzarella di Giovanni	33,07	6	0%	30.08.2023	Milchprodukte	GROSELLA-Restaurante	Venezuela	Callahan
55	Pâté chinois	24,76	6	0%	30.08.2023	Fleischprodukte	Wilman Kala	Finnland	Fuller
33	Geitost	2,94	62	5%	31.08.2023	Milchprodukte	White Clover Markets	USA	Buchanan
72	Mozzarella di Giovanni	36,95	22	5%	31.08.2023	Milchprodukte	White Clover Markets	USA	Buchanan
38	Côte de Blaye	342,94	17	5%	31.08.2023	Getränke	Great Lakes Food Market	USA	Davolio
33	Geitost	2,09	26	0%	01.09.2023	Milchprodukte	Split Rail Beer & Ale	USA	Suyama
36	Inlagd Sill	17,79	31	0%	01.09.2023	Meeresfrüchte	Wartian Herkku	Finnland	Davolio
43	Ipoh Coffee	50,35	27	0%	01.09.2023	Getränke	Wartian Herkku	Finnland	Davolio
20	Sir Rodney's Marmalade	68,54	8	0%	02.09.2023	Süßwaren	Rattlesnake Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	11,78	41	0%	02.09.2023	Milchprodukte	Rattlesnake Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	37,83	26	0%	02.09.2023	Milchprodukte	Rattlesnake Canyon Grocery	USA	Suyama
20	Sir Rodney's Marmalade	68,54	8	0%	02.09.2023	Süßwaren	Goose Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	11,78	41	0%	02.09.2023	Milchprodukte	Goose Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	37,83	26	0%	02.09.2023	Milchprodukte	Goose Canyon Grocery	USA	Suyama
20	Sir Rodney's Marmalade	68,54	8	0%	02.09.2023	Süßwaren	Small River Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	11,78	41	0%	02.09.2023	Milchprodukte	Small River Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	37,83	26	0%	02.09.2023	Milchprodukte	Small River Canyon Grocery	USA	Suyama
20	Sir Rodney's Marmalade	68,54	8	0%	02.09.2023	Süßwaren	Death Valley Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	11,78	41	0%	02.09.2023	Milchprodukte	Death Valley Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	37,83	26	0%	02.09.2023	Milchprodukte	Death Valley Canyon Grocery	USA	Suyama
10	Ikura	26,99	25	5%	05.09.2023	Meeresfrüchte	QUICK-Stop	Deutschland	Leverling
31	Gorgonzola Telino	11,02	17	5%	05.09.2023	Milchprodukte	QUICK-Stop	Deutschland	Leverling
33	Geitost	2,34	22	0%	05.09.2023	Milchprodukte	QUICK-Stop	Deutschland	Leverling
40	Boston Crab Meat	16,04	61	5%	05.09.2023	Meeresfrüchte	QUICK-Stop	Deutschland	Leverling
76	Lakkalikööri	17,58	34	5%	05.09.2023	Getränke	QUICK-Stop	Deutschland	Leverling
71	Fløtemysost	25,22	21	0%	06.09.2023	Milchprodukte	Vins et alcools Chevalier	Frankreich	Suyama
72	Mozzarella di Giovanni	28,96	8	0%	06.09.2023	Milchprodukte	Vins et alcools Chevalier	Frankreich	Suyama
71	Fløtemysost	25,22	21	0%	06.09.2023	Milchprodukte	Vins et alcools Duc	Frankreich	Suyama
72	Mozzarella di Giovanni	28,96	8	0%	06.09.2023	Milchprodukte	Vins et alcools Duc	Frankreich	Suyama
71	Fløtemysost	25,22	21	0%	06.09.2023	Milchprodukte	Vins et alcools Baron	Frankreich	Suyama
72	Mozzarella di Giovanni	28,96	8	0%	06.09.2023	Milchprodukte	Vins et alcools Baron	Frankreich	Suyama
71	Fløtemysost	25,22	21	0%	06.09.2023	Milchprodukte	Vins et alcools Évêque 	Frankreich	Suyama
72	Mozzarella di Giovanni	28,96	8	0%	06.09.2023	Milchprodukte	Vins et alcools Évêque 	Frankreich	Suyama
24	Guaraná Fantástica	4,52	14	5%	07.09.2023	Getränke	Magazzini Alimentari Riuniti	Italien	Davolio
59	Raclette Courdavault	50,61	8	5%	07.09.2023	Milchprodukte	Magazzini Alimentari Riuniti	Italien	Davolio
10	Ikura	26,61	17	0%	08.09.2023	Meeresfrüchte	Tortuga Restaurante	Mexiko	Callahan
13	Konbu	5,39	12	0%	08.09.2023	Meeresfrüchte	Tortuga Restaurante	Mexiko	Callahan
28	Rössle Sauerkraut	36,81	21	0%	09.09.2023	Naturprodukte	Morgenstern Gesundkost	Deutschland	Fuller
62	Tarte au sucre	40,69	14	0%	09.09.2023	Süßwaren	Morgenstern Gesundkost	Deutschland	Fuller
44	Gula Malacca	16,25	18	0%	12.09.2023	Gewürze	Berglunds snabbköp	Schweden	Callahan
59	Raclette Courdavault	50,82	16	0%	12.09.2023	Milchprodukte	Berglunds snabbköp	Schweden	Callahan
63	Vegie-spread	36,96	8	0%	12.09.2023	Gewürze	Berglunds snabbköp	Schweden	Callahan
73	Röd Kaviar	17,69	26	0%	12.09.2023	Meeresfrüchte	Berglunds snabbköp	Schweden	Callahan
17	Alice Mutton	36,29	16	25%	13.09.2023	Fleischprodukte	Lehmanns Marktstand	Deutschland	Callahan
24	Guaraná Fantástica	4,24	13	0%	14.09.2023	Getränke	Berglunds snabbköp	Schweden	Fuller
55	Pâté chinois	27,66	22	0%	14.09.2023	Fleischprodukte	Berglunds snabbköp	Schweden	Fuller
75	Rhönbräu Klosterbier	7,55	32	0%	14.09.2023	Getränke	Berglunds snabbköp	Schweden	Fuller
19	Teatime Chocolate Biscuits	10,69	3	0%	14.09.2023	Süßwaren	Romero y tomillo	Spanien	Peacock
24	Guaraná Fantástica	4,45	8	0%	14.09.2023	Getränke	Romero y tomillo	Spanien	Peacock
35	Steeleye Stout	16,51	6	0%	14.09.2023	Getränke	Romero y tomillo	Spanien	Peacock
30	Nord-Ost Matjeshering	27,72	8	0%	15.09.2023	Meeresfrüchte	Romero y tomillo	Spanien	Peacock
57	Ravioli Angelo	22,35	3	0%	15.09.2023	Getreideprodukte	Romero y tomillo	Spanien	Peacock
15	Genen Shouyu	18,45	21	0%	16.09.2023	Gewürze	LILA-Supermercado	Venezuela	Leverling
19	Teatime Chocolate Biscuits	8,81	19	0%	16.09.2023	Süßwaren	LILA-Supermercado	Venezuela	Leverling
60	Camembert Pierrot	29,58	37	0%	16.09.2023	Milchprodukte	LILA-Supermercado	Venezuela	Leverling
72	Mozzarella di Giovanni	35,91	4	0%	16.09.2023	Milchprodukte	LILA-Supermercado	Venezuela	Leverling
27	Schoggi Schokolade	47,63	17	25%	19.09.2023	Süßwaren	Lehmanns Marktstand	Deutschland	Peacock
44	Gula Malacca	20,99	23	0%	19.09.2023	Gewürze	Lehmanns Marktstand	Deutschland	Peacock
60	Camembert Pierrot	32,33	22	25%	19.09.2023	Milchprodukte	Lehmanns Marktstand	Deutschland	Peacock
67	Laughing Lumberjack Lager	11,94	7	25%	19.09.2023	Getränke	Lehmanns Marktstand	Deutschland	Peacock
1	Chai	17,49	47	20%	20.09.2023	Getränke	QUICK-Stop	Deutschland	Davolio
40	Boston Crab Meat	21,19	40	20%	20.09.2023	Meeresfrüchte	QUICK-Stop	Deutschland	Davolio
53	Perth Pasties	32,42	37	20%	20.09.2023	Fleischprodukte	QUICK-Stop	Deutschland	Davolio
35	Steeleye Stout	15,04	102	0%	21.09.2023	Getränke	QUICK-Stop	Deutschland	Callahan
62	Tarte au sucre	54,75	42	0%	21.09.2023	Süßwaren	QUICK-Stop	Deutschland	Callahan
16	Pavlova	16,53	42	15%	22.09.2023	Süßwaren	Ricardo Adocicados	Brasilien	Callahan
34	Sasquatch Ale	11,91	22	0%	22.09.2023	Getränke	Ricardo Adocicados	Brasilien	Callahan
46	Spegesild	10,83	17	15%	22.09.2023	Meeresfrüchte	Ricardo Adocicados	Brasilien	Callahan
54	Tourtière	8,22	11	10%	23.09.2023	Fleischprodukte	Reggiani Caseifici	Italien	Peacock
68	Scottish Longbreads	10,31	4	10%	23.09.2023	Süßwaren	Reggiani Caseifici	Italien	Peacock
3	Aniseed Syrup	8,49	32	0%	26.09.2023	Gewürze	B's Beverages	Großbritannien	King
64	Wimmers gute Semmelknödel	37,06	10	0%	26.09.2023	Getreideprodukte	B's Beverages	Großbritannien	King
5	Chef Anton's Gumbo Mix	23,46	22	0%	27.09.2023	Gewürze	Comércio Mineiro	Brasilien	Callahan
29	Thüringer Rostbratwurst	110,13	17	0%	27.09.2023	Fleischprodukte	Comércio Mineiro	Brasilien	Callahan
49	Maxilaku	22,59	17	0%	27.09.2023	Süßwaren	Comércio Mineiro	Brasilien	Callahan
77	Original Frankfurter grüne Soße	11,51	12	0%	27.09.2023	Gewürze	Comércio Mineiro	Brasilien	Callahan
13	Konbu	4,97	22	10%	27.09.2023	Meeresfrüchte	Que Delícia	Brasilien	Suyama
44	Gula Malacca	21,11	26	10%	27.09.2023	Gewürze	Que Delícia	Brasilien	Suyama
51	Manjimup Dried Apples	57,36	3	10%	27.09.2023	Naturprodukte	Que Delícia	Brasilien	Suyama
20	Sir Rodney's Marmalade	68,84	21	0%	28.09.2023	Süßwaren	Tradição Hipermercados	Brasilien	Davolio
18	Carnarvon Tigers	73,67	13	0%	29.09.2023	Meeresfrüchte	Tortuga Restaurante	Mexiko	Davolio
24	Guaraná Fantástica	5,34	11	0%	29.09.2023	Getränke	Tortuga Restaurante	Mexiko	Davolio
63	Vegie-spread	37,62	7	0%	29.09.2023	Gewürze	Tortuga Restaurante	Mexiko	Davolio
75	Rhönbräu Klosterbier	6,94	7	0%	29.09.2023	Getränke	Tortuga Restaurante	Mexiko	Davolio
1	Chai	15,71	20	0%	30.09.2023	Getränke	Rattlesnake Canyon Grocery	USA	Peacock
17	Alice Mutton	35,35	16	0%	30.09.2023	Fleischprodukte	Rattlesnake Canyon Grocery	USA	Peacock
43	Ipoh Coffee	51,63	17	0%	30.09.2023	Getränke	Rattlesnake Canyon Grocery	USA	Peacock
60	Camembert Pierrot	31,95	23	0%	30.09.2023	Milchprodukte	Rattlesnake Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,5	7	0%	30.09.2023	Getränke	Rattlesnake Canyon Grocery	USA	Peacock
1	Chai	15,71	20	0%	30.09.2023	Getränke	Goose Canyon Grocery	USA	Peacock
17	Alice Mutton	35,35	16	0%	30.09.2023	Fleischprodukte	Goose Canyon Grocery	USA	Peacock
43	Ipoh Coffee	51,63	17	0%	30.09.2023	Getränke	Goose Canyon Grocery	USA	Peacock
60	Camembert Pierrot	31,95	23	0%	30.09.2023	Milchprodukte	Goose Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,5	7	0%	30.09.2023	Getränke	Goose Canyon Grocery	USA	Peacock
1	Chai	15,71	20	0%	30.09.2023	Getränke	Small River Canyon Grocery	USA	Peacock
17	Alice Mutton	35,35	16	0%	30.09.2023	Fleischprodukte	Small River Canyon Grocery	USA	Peacock
43	Ipoh Coffee	51,63	17	0%	30.09.2023	Getränke	Small River Canyon Grocery	USA	Peacock
60	Camembert Pierrot	31,95	23	0%	30.09.2023	Milchprodukte	Small River Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,5	7	0%	30.09.2023	Getränke	Small River Canyon Grocery	USA	Peacock
1	Chai	15,71	20	0%	30.09.2023	Getränke	Death Valley Canyon Grocery	USA	Peacock
17	Alice Mutton	35,35	16	0%	30.09.2023	Fleischprodukte	Death Valley Canyon Grocery	USA	Peacock
43	Ipoh Coffee	51,63	17	0%	30.09.2023	Getränke	Death Valley Canyon Grocery	USA	Peacock
60	Camembert Pierrot	31,95	23	0%	30.09.2023	Milchprodukte	Death Valley Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,5	7	0%	30.09.2023	Getränke	Death Valley Canyon Grocery	USA	Peacock
56	Gnocchi di nonna Alice	36,85	6	0%	03.10.2023	Getreideprodukte	Vins et alcools Chevalier	Frankreich	Fuller
56	Gnocchi di nonna Alice	36,85	6	0%	03.10.2023	Getreideprodukte	Vins et alcools Duc	Frankreich	Fuller
56	Gnocchi di nonna Alice	36,85	6	0%	03.10.2023	Getreideprodukte	Vins et alcools Baron	Frankreich	Fuller
56	Gnocchi di nonna Alice	36,85	6	0%	03.10.2023	Getreideprodukte	Vins et alcools Évêque 	Frankreich	Fuller
11	Queso Cabrales	20,18	13	0%	04.10.2023	Milchprodukte	LILA-Supermercado	Venezuela	Suyama
16	Pavlova	18,65	31	0%	04.10.2023	Süßwaren	LILA-Supermercado	Venezuela	Suyama
69	Gudbrandsdalsost	38,19	17	0%	04.10.2023	Milchprodukte	LILA-Supermercado	Venezuela	Suyama
39	Chartreuse verte	18,81	62	0%	05.10.2023	Getränke	Blondel père et fils	Frankreich	Buchanan
72	Mozzarella di Giovanni	31,67	22	0%	05.10.2023	Milchprodukte	Blondel père et fils	Frankreich	Buchanan
2	Chang	19,48	41	0%	06.10.2023	Getränke	Hungry Owl All-Night Grocers	Irland	Suyama
36	Inlagd Sill	19,01	41	25%	06.10.2023	Meeresfrüchte	Hungry Owl All-Night Grocers	Irland	Suyama
59	Raclette Courdavault	47,7	32	25%	06.10.2023	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Suyama
62	Tarte au sucre	43,97	16	0%	06.10.2023	Süßwaren	Hungry Owl All-Night Grocers	Irland	Suyama
19	Teatime Chocolate Biscuits	9,96	17	0%	07.10.2023	Süßwaren	Ricardo Adocicados	Brasilien	Peacock
70	Outback Lager	17,1	21	0%	07.10.2023	Getränke	Ricardo Adocicados	Brasilien	Peacock
66	Louisiana Hot Spiced Okra	13,8	30	0%	10.10.2023	Gewürze	Magazzini Alimentari Riuniti	Italien	Fuller
68	Scottish Longbreads	14,35	22	0%	10.10.2023	Süßwaren	Magazzini Alimentari Riuniti	Italien	Fuller
40	Boston Crab Meat	15,85	12	0%	10.10.2023	Meeresfrüchte	Die Wandernde Kuh	Deutschland	Callahan
56	Gnocchi di nonna Alice	34,56	21	0%	10.10.2023	Getreideprodukte	Die Wandernde Kuh	Deutschland	Callahan
17	Alice Mutton	36,3	41	0%	11.10.2023	Fleischprodukte	Suprêmes délices	Belgien	Peacock
28	Rössle Sauerkraut	51,09	29	0%	11.10.2023	Naturprodukte	Suprêmes délices	Belgien	Peacock
43	Ipoh Coffee	37,97	14	0%	11.10.2023	Getränke	Suprêmes délices	Belgien	Peacock
17	Alice Mutton	36,3	41	0%	11.10.2023	Fleischprodukte	Suprêmes Épicerie fine	Belgien	Peacock
28	Rössle Sauerkraut	51,09	29	0%	11.10.2023	Naturprodukte	Suprêmes Épicerie fine	Belgien	Peacock
43	Ipoh Coffee	37,97	14	0%	11.10.2023	Getränke	Suprêmes Épicerie fine	Belgien	Peacock
17	Alice Mutton	36,3	41	0%	11.10.2023	Fleischprodukte	Le petite bistro	Belgien	Peacock
28	Rössle Sauerkraut	51,09	29	0%	11.10.2023	Naturprodukte	Le petite bistro	Belgien	Peacock
43	Ipoh Coffee	37,97	14	0%	11.10.2023	Getränke	Le petite bistro	Belgien	Peacock
17	Alice Mutton	36,3	41	0%	11.10.2023	Fleischprodukte	Le grande bistro	Belgien	Peacock
28	Rössle Sauerkraut	51,09	29	0%	11.10.2023	Naturprodukte	Le grande bistro	Belgien	Peacock
43	Ipoh Coffee	37,97	14	0%	11.10.2023	Getränke	Le grande bistro	Belgien	Peacock
40	Boston Crab Meat	21,11	42	10%	12.10.2023	Meeresfrüchte	Godos Cocina Típica	Spanien	King
65	Louisiana Fiery Hot Pepper Sauce	23,8	32	10%	12.10.2023	Gewürze	Godos Cocina Típica	Spanien	King
68	Scottish Longbreads	12,86	17	10%	12.10.2023	Süßwaren	Godos Cocina Típica	Spanien	King
49	Maxilaku	16,27	31	0%	13.10.2023	Süßwaren	Tortuga Restaurante	Mexiko	Davolio
59	Raclette Courdavault	48,43	12	0%	13.10.2023	Milchprodukte	Tortuga Restaurante	Mexiko	Davolio
71	Fløtemysost	24,91	4	0%	13.10.2023	Milchprodukte	Tortuga Restaurante	Mexiko	Davolio
18	Carnarvon Tigers	56,49	26	10%	14.10.2023	Meeresfrüchte	Old World Delicatessen	USA	Callahan
29	Thüringer Rostbratwurst	119,51	27	10%	14.10.2023	Fleischprodukte	Old World Delicatessen	USA	Callahan
39	Chartreuse verte	18,4	31	10%	14.10.2023	Getränke	Old World Delicatessen	USA	Callahan
30	Nord-Ost Matjeshering	22,83	12	0%	17.10.2023	Meeresfrüchte	Romero y tomillo	Spanien	Davolio
53	Perth Pasties	27,87	11	0%	17.10.2023	Fleischprodukte	Romero y tomillo	Spanien	Davolio
54	Tourtière	6,49	6	0%	17.10.2023	Fleischprodukte	Romero y tomillo	Spanien	Davolio
62	Tarte au sucre	40,26	11	0%	18.10.2023	Süßwaren	Lonesome Pine Restaurant	USA	Fuller
68	Scottish Longbreads	11,05	3	0%	18.10.2023	Süßwaren	Lonesome Pine Restaurant	USA	Fuller
69	Gudbrandsdalsost	29,19	2	0%	19.10.2023	Milchprodukte	Ana Trujillo Emparedados y helados	Mexiko	King
70	Outback Lager	13,5	7	0%	19.10.2023	Getränke	Ana Trujillo Emparedados y helados	Mexiko	King
4	Chef Anton's Cajun Seasoning	17,7	21	0%	20.10.2023	Gewürze	Hungry Owl All-Night Grocers	Irland	Leverling
6	Grandma's Boysenberry Spread	25,8	32	0%	20.10.2023	Gewürze	Hungry Owl All-Night Grocers	Irland	Leverling
42	Singaporean Hokkien Fried Mee	12,12	3	0%	20.10.2023	Getreideprodukte	Hungry Owl All-Night Grocers	Irland	Leverling
43	Ipoh Coffee	37,63	21	0%	20.10.2023	Getränke	Hungry Owl All-Night Grocers	Irland	Leverling
71	Fløtemysost	20,05	5	0%	20.10.2023	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Leverling
42	Singaporean Hokkien Fried Mee	15,37	8	0%	21.10.2023	Getreideprodukte	Du monde entier	Frankreich	Davolio
69	Gudbrandsdalsost	36,55	8	0%	21.10.2023	Milchprodukte	Du monde entier	Frankreich	Davolio
16	Pavlova	17,16	11	0%	21.10.2023	Süßwaren	The Big Cheese	USA	Callahan
62	Tarte au sucre	53,52	7	0%	21.10.2023	Süßwaren	The Big Cheese	USA	Callahan
28	Rössle Sauerkraut	44,43	6	0%	24.10.2023	Naturprodukte	Die Wandernde Kuh	Deutschland	Fuller
43	Ipoh Coffee	52,06	26	0%	24.10.2023	Getränke	Die Wandernde Kuh	Deutschland	Fuller
53	Perth Pasties	31,7	22	0%	24.10.2023	Fleischprodukte	Die Wandernde Kuh	Deutschland	Fuller
75	Rhönbräu Klosterbier	9,26	11	0%	24.10.2023	Getränke	Die Wandernde Kuh	Deutschland	Fuller
36	Inlagd Sill	17,33	14	0%	25.10.2023	Meeresfrüchte	QUICK-Stop	Deutschland	Fuller
32	Mascarpone Fabioli	35,12	41	10%	26.10.2023	Milchprodukte	Rattlesnake Canyon Grocery	USA	Davolio
58	Escargots de Bourgogne	13,73	32	10%	26.10.2023	Meeresfrüchte	Rattlesnake Canyon Grocery	USA	Davolio
62	Tarte au sucre	52,39	26	10%	26.10.2023	Süßwaren	Rattlesnake Canyon Grocery	USA	Davolio
32	Mascarpone Fabioli	35,12	41	10%	26.10.2023	Milchprodukte	Goose Canyon Grocery	USA	Davolio
58	Escargots de Bourgogne	13,73	32	10%	26.10.2023	Meeresfrüchte	Goose Canyon Grocery	USA	Davolio
62	Tarte au sucre	52,39	26	10%	26.10.2023	Süßwaren	Goose Canyon Grocery	USA	Davolio
32	Mascarpone Fabioli	35,12	41	10%	26.10.2023	Milchprodukte	Small River Canyon Grocery	USA	Davolio
58	Escargots de Bourgogne	13,73	32	10%	26.10.2023	Meeresfrüchte	Small River Canyon Grocery	USA	Davolio
62	Tarte au sucre	52,39	26	10%	26.10.2023	Süßwaren	Small River Canyon Grocery	USA	Davolio
32	Mascarpone Fabioli	35,12	41	10%	26.10.2023	Milchprodukte	Death Valley Canyon Grocery	USA	Davolio
58	Escargots de Bourgogne	13,73	32	10%	26.10.2023	Meeresfrüchte	Death Valley Canyon Grocery	USA	Davolio
62	Tarte au sucre	52,39	26	10%	26.10.2023	Süßwaren	Death Valley Canyon Grocery	USA	Davolio
34	Sasquatch Ale	12,24	15	0%	27.10.2023	Getränke	Island Trading	Großbritannien	Peacock
70	Outback Lager	16,46	31	0%	27.10.2023	Getränke	Island Trading	Großbritannien	Peacock
41	Jack's New England Clam Chowder	10,94	12	0%	28.10.2023	Meeresfrüchte	Rattlesnake Canyon Grocery	USA	Davolio
62	Tarte au sucre	55,04	72	0%	28.10.2023	Süßwaren	Rattlesnake Canyon Grocery	USA	Davolio
41	Jack's New England Clam Chowder	10,94	12	0%	28.10.2023	Meeresfrüchte	Goose Canyon Grocery	USA	Davolio
62	Tarte au sucre	55,04	72	0%	28.10.2023	Süßwaren	Goose Canyon Grocery	USA	Davolio
41	Jack's New England Clam Chowder	10,94	12	0%	28.10.2023	Meeresfrüchte	Small River Canyon Grocery	USA	Davolio
62	Tarte au sucre	55,04	72	0%	28.10.2023	Süßwaren	Small River Canyon Grocery	USA	Davolio
41	Jack's New England Clam Chowder	10,94	12	0%	28.10.2023	Meeresfrüchte	Death Valley Canyon Grocery	USA	Davolio
62	Tarte au sucre	55,04	72	0%	28.10.2023	Süßwaren	Death Valley Canyon Grocery	USA	Davolio
1	Chai	20,94	22	0%	31.10.2023	Getränke	Lonesome Pine Restaurant	USA	Suyama
41	Jack's New England Clam Chowder	9,93	22	0%	01.11.2023	Meeresfrüchte	Island Trading	Großbritannien	Callahan
76	Lakkalikööri	20,04	7	0%	01.11.2023	Getränke	Island Trading	Großbritannien	Callahan
17	Alice Mutton	45,05	10	0%	02.11.2023	Fleischprodukte	Tortuga Restaurante	Mexiko	King
28	Rössle Sauerkraut	37,06	16	0%	02.11.2023	Naturprodukte	Tortuga Restaurante	Mexiko	King
76	Lakkalikööri	19,76	32	0%	02.11.2023	Getränke	Tortuga Restaurante	Mexiko	King
35	Steeleye Stout	16,93	10	0%	03.11.2023	Getränke	Island Trading	Großbritannien	Leverling
71	Fløtemysost	23,17	31	0%	03.11.2023	Milchprodukte	Wartian Herkku	Finnland	Buchanan
52	Filo Mix	6,2	22	0%	04.11.2023	Getreideprodukte	Pericles Comidas clásicas	Mexiko	King
15	Genen Shouyu	18,01	7	0%	07.11.2023	Gewürze	Königlich Essen	Deutschland	Peacock
25	NuNuCa Nuß-Nougat-Creme	15,28	6	0%	07.11.2023	Süßwaren	Königlich Essen	Deutschland	Peacock
39	Chartreuse verte	19,64	5	0%	07.11.2023	Getränke	Königlich Essen	Deutschland	Peacock
16	Pavlova	16,66	23	15%	08.11.2023	Süßwaren	Save-a-lot Markets	USA	Dodsworth
35	Steeleye Stout	17,83	71	15%	08.11.2023	Getränke	Save-a-lot Markets	USA	Dodsworth
46	Spegesild	11,97	32	0%	08.11.2023	Meeresfrüchte	Save-a-lot Markets	USA	Dodsworth
59	Raclette Courdavault	55,3	42	15%	08.11.2023	Milchprodukte	Save-a-lot Markets	USA	Dodsworth
63	Vegie-spread	42,31	81	15%	08.11.2023	Gewürze	Save-a-lot Markets	USA	Dodsworth
6	Grandma's Boysenberry Spread	28,43	8	0%	09.11.2023	Gewürze	Königlich Essen	Deutschland	Davolio
13	Konbu	5,96	13	0%	09.11.2023	Meeresfrüchte	Königlich Essen	Deutschland	Davolio
14	Tofu	27,53	11	0%	09.11.2023	Naturprodukte	Königlich Essen	Deutschland	Davolio
31	Gorgonzola Telino	10,87	6	0%	09.11.2023	Milchprodukte	Königlich Essen	Deutschland	Davolio
72	Mozzarella di Giovanni	38,35	42	0%	09.11.2023	Milchprodukte	Königlich Essen	Deutschland	Davolio
4	Chef Anton's Cajun Seasoning	23,23	26	0%	10.11.2023	Gewürze	Bólido Comidas preparadas	Spanien	Peacock
57	Ravioli Angelo	16,38	18	0%	10.11.2023	Getreideprodukte	Bólido Comidas preparadas	Spanien	Peacock
75	Rhönbräu Klosterbier	8,73	52	0%	10.11.2023	Getränke	Bólido Comidas preparadas	Spanien	Peacock
2	Chang	21,91	27	20%	11.11.2023	Getränke	Folk och fä HB	Schweden	Fuller
11	Queso Cabrales	20,92	50	20%	11.11.2023	Milchprodukte	Folk och fä HB	Schweden	Fuller
30	Nord-Ost Matjeshering	26,08	36	20%	11.11.2023	Meeresfrüchte	Folk och fä HB	Schweden	Fuller
58	Escargots de Bourgogne	13,31	32	20%	11.11.2023	Meeresfrüchte	Folk och fä HB	Schweden	Fuller
59	Raclette Courdavault	57,15	11	0%	14.11.2023	Milchprodukte	Furia Bacalhau e Frutos do Mar	Portugal	Peacock
65	Louisiana Fiery Hot Pepper Sauce	20,84	41	0%	14.11.2023	Gewürze	Furia Bacalhau e Frutos do Mar	Portugal	Peacock
68	Scottish Longbreads	12,83	12	0%	14.11.2023	Süßwaren	Furia Bacalhau e Frutos do Mar	Portugal	Peacock
19	Teatime Chocolate Biscuits	9,19	11	5%	15.11.2023	Süßwaren	Split Rail Beer & Ale	USA	Peacock
